"VK-Auftrag";"VK";"VK-Position";"KundeName";"SpeditionsGruppe_ID_Nr";"SpeditionsGruppeBemerkung";"Warenempfänger"
"300012818";"300012818-10";10;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012818";"300012818-11";11;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012819";"300012819-10";10;"Richter + Frenzel Erlangen";2;"DE Diverse";"H00000339"
"300012820";"300012820-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012821";"300012821-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012821";"300012821-11";11;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012821";"300012821-12";12;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012822";"300012822-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012823";"300012823-10";10;"Richter + Frenzel Passau";2;"DE Diverse";"H00000351"
"300012824";"300012824-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012825";"300012825-10";10;"Richter + Frenzel Erlangen";2;"DE Diverse";"H00000339"
"300012826";"300012826-10";10;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012827";"300012827-10";10;"Richter + Frenzel Kassel";2;"DE Diverse";"H00000356"
"300012828";"300012828-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012828";"300012828-11";11;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012829";"300012829-10";10;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012830";"300012830-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012831";"300012831-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012832";"300012832-10";10;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012832";"300012832-11";11;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012834";"300012834-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"I00002615"
"300012835";"300012835-10";10;"Richter + Frenzel Regensburg-Obertr";2;"DE Diverse";"I00002615"
"300012836";"300012836-10";10;"Richter + Frenzel Kassel";2;"DE Diverse";"H00000356"
"300012836";"300012836-11";11;"Richter + Frenzel Kassel";2;"DE Diverse";"H00000356"
"300012837";"300012837-10";10;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012838";"300012838-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012839";"300012839-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012839";"300012839-20";20;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012840";"300012840-10";10;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012840";"300012840-11";11;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012841";"300012841-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012842";"300012842-10";10;"Richter + Frenzel Fulda";2;"DE Diverse";"H00000354"
"300012842";"300012842-11";11;"Richter + Frenzel Fulda";2;"DE Diverse";"H00000354"
"300012843";"300012843-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012844";"300012844-10";10;"Richter + Frenzel Giessen";2;"DE Diverse";"H00000355"
"300012845";"300012845-10";10;"Richter + Frenzel Herten";2;"DE Diverse";"H00000989"
"300012846";"300012846-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"I00002756"
"300012847";"300012847-10";10;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012847";"300012847-11";11;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012848";"300012848-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012848";"300012848-11";11;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012848";"300012848-20";20;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012848";"300012848-30";30;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012853";"300012853-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012854";"300012854-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012854";"300012854-11";11;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012854";"300012854-12";12;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012855";"300012855-10";10;"Richter + Frenzel Giessen";2;"DE Diverse";"H00000355"
"300012856";"300012856-10";10;"Richter + Frenzel Giessen";2;"DE Diverse";"H00000355"
"300012857";"300012857-10";10;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012858";"300012858-10";10;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012858";"300012858-11";11;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012859";"300012859-10";10;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012860";"300012860-10";10;"Richter + Frenzel Erfurt-Kerspleben";2;"DE Diverse";"H00000364"
"300012861";"300012861-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012861";"300012861-11";11;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012862";"300012862-10";10;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012862";"300012862-11";11;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012862";"300012862-12";12;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012865";"300012865-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012865";"300012865-11";11;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012865";"300012865-20";20;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012865";"300012865-30";30;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012866";"300012866-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"I00002615"
"300012868";"300012868-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012869";"300012869-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012869";"300012869-11";11;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012870";"300012870-10";10;"Richter + Frenzel Bamberg";2;"DE Diverse";"H00000323"
"300012873";"300012873-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012873";"300012873-11";11;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012875";"300012875-10";10;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012876";"300012876-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012877";"300012877-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012877";"300012877-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012877";"300012877-20";20;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012877";"300012877-20";20;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012878";"300012878-10";10;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012879";"300012879-10";10;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012881";"300012881-10";10;"Richter + Frenzel Mainz";2;"DE Diverse";"H00000370"
"300012882";"300012882-10";10;"Richter + Frenzel Büttelborn";2;"DE Diverse";"H00000363"
"300012882";"300012882-20";20;"Richter + Frenzel Büttelborn";2;"DE Diverse";"H00000363"
"300012883";"300012883-10";10;"Richter + Frenzel Giessen";2;"DE Diverse";"H00000355"
"300012884";"300012884-10";10;"Richter + Frenzel Herten";2;"DE Diverse";"H00000989"
"300012885";"300012885-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012885";"300012885-20";20;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012886";"300012886-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012887";"300012887-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012888";"300012888-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012889";"300012889-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012890";"300012890-10";10;"Richter + Frenzel Regensburg-Obertr";2;"DE Diverse";"H00000350"
"300012891";"300012891-10";10;"Richter + Frenzel Kempten";2;"DE Diverse";"I00002615"
"300012892";"300012892-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012892";"300012892-11";11;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012892";"300012892-12";12;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012893";"300012893-10";10;"Richter + Frenzel Kempten";2;"DE Diverse";"I00002615"
"300012894";"300012894-10";10;"Richter + Frenzel Passau";2;"DE Diverse";"H00000351"
"300012894";"300012894-20";20;"Richter + Frenzel Passau";2;"DE Diverse";"H00000351"
"300012895";"300012895-10";10;"Richter + Frenzel Regensburg-Obertr";2;"DE Diverse";"H00000350"
"300012895";"300012895-11";11;"Richter + Frenzel Regensburg-Obertr";2;"DE Diverse";"H00000350"
"300012896";"300012896-10";10;"Richter + Frenzel Regensburg-Obertr";2;"DE Diverse";"H00000350"
"300012897";"300012897-10";10;"Richter + Frenzel Regensburg-Obertr";2;"DE Diverse";"H00000350"
"300012900";"300012900-10";10;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012900";"300012900-11";11;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012900";"300012900-12";12;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012900";"300012900-13";13;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012901";"300012901-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012901";"300012901-20";20;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012902";"300012902-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012902";"300012902-20";20;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012903";"300012903-10";10;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012904";"300012904-10";10;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012904";"300012904-11";11;"Richter + Frenzel Würzburg";2;"DE Diverse";"H00000236"
"300012905";"300012905-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012905";"300012905-11";11;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012906";"300012906-10";10;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012906";"300012906-20";20;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012906";"300012906-21";21;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012906";"300012906-30";30;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012907";"300012907-10";10;"Richter + Frenzel Kerpen-Türnich";2;"DE Diverse";"H00000966"
"300012908";"300012908-10";10;"Richter + Frenzel Herten";2;"DE Diverse";"H00000989"
"300012909";"300012909-10";10;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012909";"300012909-11";11;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012909";"300012909-12";12;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012909";"300012909-20";20;"Richter + Frenzel Kempten";2;"DE Diverse";"H00000357"
"300012910";"300012910-10";10;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012910";"300012910-11";11;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012910";"300012910-12";12;"Richter + Frenzel Aschheim-Dornach";2;"DE Diverse";"H00000337"
"300012911";"300012911-10";10;"Richter + Frenzel Herten";2;"DE Diverse";"H00000989"
"300012912";"300012912-10";10;"Richter + Frenzel Giessen";2;"DE Diverse";"H00000355"
"300012912";"300012912-11";11;"Richter + Frenzel Giessen";2;"DE Diverse";"H00000355"
"300012913";"300012913-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012914";"300012914-10";10;"Richter + Frenzel Passau";2;"DE Diverse";"H00000351"
"300012915";"300012915-10";10;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012915";"300012915-11";11;"Richter + Frenzel Kolbermoor";2;"DE Diverse";"H00000343"
"300012916";"300012916-10";10;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012916";"300012916-11";11;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012917";"300012917-10";10;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012917";"300012917-20";20;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012919";"300012919-10";10;"Richter + Frenzel Erlangen";2;"DE Diverse";"H00000339"
"300012919";"300012919-11";11;"Richter + Frenzel Erlangen";2;"DE Diverse";"H00000339"
"300012920";"300012920-10";10;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012921";"300012921-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012922";"300012922-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012922";"300012922-20";20;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012923";"300012923-10";10;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012923";"300012923-11";11;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012923";"300012923-12";12;"Richter + Frenzel Nürnberg";2;"DE Diverse";"H00000322"
"300012924";"300012924-10";10;"Richter + Frenzel Aschaffenburg";2;"DE Diverse";"H00000360"
"300012926";"300012926-10";10;"Richter + Frenzel Landshut-Ergoldin";2;"DE Diverse";"H00000342"
"300012929";"300012929-10";10;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012929";"300012929-11";11;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"300012929";"300012929-20";20;"Richter + Frenzel Augsburg";2;"DE Diverse";"H00000347"
"310003584";"310003584-10";10;"Pfeiffer&May Weingarten GmbH+Co.KG";2;"DE Diverse";"H00001112"
"310003752";"310003752-10";10;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003752";"310003752-11";11;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003757";"310003757-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003757";"310003757-20";20;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003801";"310003801-10";10;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003801";"310003801-11";11;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003801";"310003801-20";20;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003801";"310003801-21";21;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003801";"310003801-22";22;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003801";"310003801-23";23;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003820";"310003820-10";10;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003820";"310003820-11";11;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003820";"310003820-20";20;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003831";"310003831-10";10;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003831";"310003831-11";11;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003831";"310003831-12";12;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003832";"310003832-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003836";"310003836-10";10;"Pfeiffer & May Neu Ulm GmbH";2;"DE Diverse";"H00001273"
"310003836";"310003836-11";11;"Pfeiffer & May Neu Ulm GmbH";2;"DE Diverse";"H00001273"
"310003837";"310003837-10";10;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003837";"310003837-40";40;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003837";"310003837-50";50;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003837";"310003837-51";51;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003842";"310003842-10";10;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003842";"310003842-11";11;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003842";"310003842-20";20;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003842";"310003842-21";21;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003842";"310003842-30";30;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003842";"310003842-40";40;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003854";"310003854-10";10;"Pfeiffer&May Wiesbaden GmbH";2;"DE Diverse";"H00001771"
"310003862";"310003862-10";10;"Pfeiffer&May Wiesbaden GmbH";2;"DE Diverse";"H00001771"
"310003872";"310003872-10";10;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001171"
"310003875";"310003875-10";10;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003875";"310003875-11";11;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003875";"310003875-12";12;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003875";"310003875-13";13;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003875";"310003875-14";14;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003875";"310003875-20";20;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003881";"310003881-10";10;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003881";"310003881-11";11;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003881";"310003881-12";12;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003884";"310003884-10";10;"Pfeiffer & May in Vorarlberg Gmbh";2;"DE Diverse";"H00001586"
"310003884";"310003884-11";11;"Pfeiffer & May in Vorarlberg Gmbh";2;"DE Diverse";"H00001586"
"310003887";"310003887-10";10;"Pfeiffer&May Stuttgart Gmbh +Co.KG";2;"DE Diverse";"H00001118"
"310003889";"310003889-10";10;"Pfeiffer & May Neu Ulm GmbH";2;"DE Diverse";"H00001273"
"310003889";"310003889-11";11;"Pfeiffer & May Neu Ulm GmbH";2;"DE Diverse";"H00001273"
"310003895";"310003895-10";10;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003895";"310003895-20";20;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003895";"310003895-21";21;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003899";"310003899-10";10;"Pfeiffer&May Stuttgart Gmbh +Co.KG";2;"DE Diverse";"H00001118"
"310003899";"310003899-11";11;"Pfeiffer&May Stuttgart Gmbh +Co.KG";2;"DE Diverse";"H00001118"
"310003899";"310003899-12";12;"Pfeiffer&May Stuttgart Gmbh +Co.KG";2;"DE Diverse";"H00001118"
"310003900";"310003900-10";10;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003900";"310003900-11";11;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003904";"310003904-20";20;"Pfeiffer&May Wiesbaden GmbH";2;"DE Diverse";"H00001771"
"310003905";"310003905-10";10;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001171"
"310003905";"310003905-11";11;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001171"
"310003905";"310003905-20";20;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001171"
"310003908";"310003908-10";10;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003908";"310003908-11";11;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003908";"310003908-12";12;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003908";"310003908-13";13;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003909";"310003909-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003909";"310003909-11";11;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003909";"310003909-12";12;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003911";"310003911-10";10;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003911";"310003911-11";11;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003911";"310003911-20";20;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003911";"310003911-21";21;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003913";"310003913-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003913";"310003913-11";11;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003916";"310003916-10";10;"Link VS- Schwenningen KG";2;"DE Diverse";"H00001096"
"310003916";"310003916-20";20;"Link VS- Schwenningen KG";2;"DE Diverse";"H00001096"
"310003917";"310003917-10";10;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003918";"310003918-10";10;"Link VS- Schwenningen KG";2;"DE Diverse";"H00001096"
"310003919";"310003919-10";10;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003919";"310003919-11";11;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003920";"310003920-10";10;"Löffelhardt Heilbronn";2;"DE Diverse";"H00001169"
"310003921";"310003921-10";10;"Pfeiffer&May Weingarten GmbH+Co.KG";2;"DE Diverse";"H00001112"
"310003921";"310003921-11";11;"Pfeiffer&May Weingarten GmbH+Co.KG";2;"DE Diverse";"H00001112"
"310003921";"310003921-12";12;"Pfeiffer&May Weingarten GmbH+Co.KG";2;"DE Diverse";"H00001112"
"310003921";"310003921-13";13;"Pfeiffer&May Weingarten GmbH+Co.KG";2;"DE Diverse";"H00001112"
"310003922";"310003922-10";10;"Löffelhardt Heilbronn";2;"DE Diverse";"H00001169"
"310003922";"310003922-11";11;"Löffelhardt Heilbronn";2;"DE Diverse";"H00001169"
"310003923";"310003923-10";10;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003923";"310003923-11";11;"PFEIFER & MAY Freiburg  KG";2;"DE Diverse";"H00001136"
"310003924";"310003924-10";10;"Pfeiffer & May Heidelberg GmbH";2;"DE Diverse";"H00001251"
"310003925";"310003925-10";10;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003927";"310003927-10";10;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003927";"310003927-11";11;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003931";"310003931-10";10;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003931";"310003931-11";11;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003931";"310003931-12";12;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003931";"310003931-13";13;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003932";"310003932-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003932";"310003932-11";11;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003934";"310003934-10";10;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003934";"310003934-11";11;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003934";"310003934-12";12;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003935";"310003935-10";10;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003935";"310003935-11";11;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003935";"310003935-20";20;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003937";"310003937-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001087"
"310003938";"310003938-10";10;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003938";"310003938-11";11;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003938";"310003938-12";12;"Pfeiffer & May Saarbrücken KG";2;"DE Diverse";"H00001114"
"310003939";"310003939-10";10;"Link KG Rastatt";2;"DE Diverse";"H00001117"
"310003941";"310003941-10";10;"PFEIFFER & MAY Trossingen KG";2;"DE Diverse";"H00001088"
"310003945";"310003945-10";10;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003945";"310003945-11";11;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003945";"310003945-12";12;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003945";"310003945-13";13;"Pfeiffer & May Aalen Gmbh";2;"DE Diverse";"H00001273"
"310003946";"310003946-10";10;"PFEIFFER & MAY Karlsruhe GmbH";2;"DE Diverse";"H00001126"
"310003947";"310003947-10";10;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001116"
"310003949";"310003949-10";10;"Löffelhardt Heilbronn";2;"DE Diverse";"H00001169"
"310003950";"310003950-10";10;"Link VS- Schwenningen KG";2;"DE Diverse";"H00001096"
"310003951";"310003951-10";10;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003951";"310003951-11";11;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003951";"310003951-12";12;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003951";"310003951-13";13;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003952";"310003952-10";10;"Pfeiffer&May Heilbronn GmbH & Co.KG";2;"DE Diverse";"H00001115"
"310003954";"310003954-10";10;"Pfeiffer&May Mannheim KG";2;"DE Diverse";"H00001126"
"310003955";"310003955-10";10;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003955";"310003955-11";11;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003955";"310003955-12";12;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003955";"310003955-20";20;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003955";"310003955-21";21;"Pfeiffer&May Dillingen KG";2;"DE Diverse";"H00001114"
"310003956";"310003956-10";10;"Pfeiffer & May Leonberg GmbH";2;"DE Diverse";"H00001169"
