"Lieferadresse_ID_Nr";"Lieferadresse_Name";"Lieferadresse_Strasse";"Lieferadresse_Hausnummer";"Lieferadresse_Land";"Lieferadresse_PLZ";"Lieferadresse_Ort";"Lieferadresse_Telefon";"Lieferadresse_Telefax"
"I00002126";"Bill + Künzi AG";"Könizstrasse";"217";"CH";"3097";"Liebefeld BE";"319712484";"319714514"
"I00002127";"Badelandia GmbH";"Sägemattstrasse";"9";"CH";"3097";"Liebefeld";"319641144";"319641145"
"I00002128";"W. Spiess AG";"Erlenweg";"2";"CH";"3715";"Adelboden BE";"336731435";"336734117"
"I00002129";"Serge Nussbaumer";"rue du Temple";"24";"CH";"2022";"Bevaix NE";"328462144";"328462862"
"I00002130";"Moetteli AG";"";"";"CH";"";"Winterthur";"";""
"I00002131";"Wenger E. Schreinerei AG";"Dammweg";"21";"CH";"3053";"Münchenbuchsee BE";"318691539";"318694427"
"I00002132";"Alfred Reber";"Eichenweg";"36";"CH";"3185";"Schmitten FR";"264961832";"264962032"
"I00002133";"Reseda Invest AG";"";"";"CH";"";"Wil SG";"";""
"I00002134";"Laube-Meier";"";"";"CH";"";"Boebikon";"";""
"I00002135";"BKF Technik Gmbh";"";"";"CH";"";"Horw";"";""
"I00002136";"Markus Steimer";"Schützenstrasse";"122";"CH";"8400";"Winterthur";"052 209 06 10";"052 209 06 19"
"I00002137";"Technische Unie B.V";"Edisonweg";"9";"NL";"3291";"CK Strijen";"";""
"I00002138";"Silligmann AG";"";"";"CH";"";"Pfäffikon";"";""
"I00002139";"Moreschi + Co. SA.";"";"";"CH";"";"Sementina";"";""
"I00002140";"Karl Gabler AG";"Metzgergasse";"23";"CH";"9000";"St. Gallen";"071/223 23 68";""
"I00002141";"Isler Haustechnik GMBH";"";"";"CH";"";"Fislisbach";"";""
"I00002142";"Sager";"Wässerwiesenstrasse";"55";"CH";"8408";"Winterthur";"52 222 19 32";""
"I00002143";"Sidler Metallwaren AG";"Hofstrasse";"3";"CH";"8590";"Romanshorn";"71 466 90 10";"71 466 90 11"
"I00002144";"Interpool Immobilien AG";"";"";"CH";"";"Zollikon";"";""
"I00002145";"Otto Stoffel AG";"Kantonsstrasse";"30";"CH";"3930";"Visp";"027/946 56 68";""
"I00002146";"Fratelli Pasotti SA";"Stab al Ponte";"";"CH";"6593";"Cadenazzo";"091/858 21 83";""
"I00002147";"Renato Franchi SA";"Campagna";"";"CH";"6535";"Roveredo";"091/827 16 65";""
"I00002148";"Mavag AG";"Klosterwingert";"16";"CH";"FL-9493";"Mauren";"00423/373 23 88";""
"I00002149";"Monika Bichsel";"";"";"CH";"";"Zuchwil";"";""
"I00002150";"Angelo Catenazzi";"Via Livurcio";"";"CH";"6622";"Ronco sopra Ascona";"";""
"I00002151";"Semadeni M.&B.";"via dal Poz";"";"CH";"7742";"Poschiavo";"081/844 09 50";""
"I00002152";"Sanitas Troesch AG";"Ohmweg";"10";"CH";"2504";"Biel";"";""
"I00002153";"Gilbert Brino";"Pfeffingerstrasse";"6";"CH";"4107";"Ettingen";"061/722 08 17";""
"I00002154";"Sanitas Troesch AG";"Münchensteinerstrasse";"127";"CH";"4053";"Basel";"";""
"I00002155";"Gerold Fürst AG";"Mittelgäustrasse";"37";"CH";"4617";"Gunzgen";"062/216 02 80";""
"I00002156";"Walter Huggler AG";"Sandstrasse";"63";"CH";"3860";"Meiringen";"033/971 11 89";""
"I00002157";"Iselr + Augsburger";"";"";"CH";"2110";"Mont-Soleil";"079/409 02 79";""
"I00002158";"J.Von Moos Sanitaer AG";"Brünigstrasse";"36";"CH";"6072";"Sachseln";"041/660 12 51";""
"I00002159";"Delespo GMBH";"";"";"CH";"";"Affoltern am Albis";"";""
"I00002160";"Vitali Haustechnik";"Penasch sot";"16";"CH";"7078";"Lenzerheide";"081/384 30 55";""
"I00002161";"Toni Tarnutzer";"Winkel";"81";"CH";"7215";"Fanas";"081/325 34 33";""
"I00002162";"Gremion+Staremberg SA";"ch.de la Battense";"6";"CH";"1663";"Epagny";"079/921 83 83";""
"I00002163";"Zimmermann Geb.AG";"";"";"CH";"3932";"Visperterminen";"027/946 61 48";""
"I00002164";"Fritz Thomann";"";"";"CH";"";"Täuffelen";"";""
"I00002165";"Sauser Instalationen AG";"";"";"CH";"";"Steffisburg";"";""
"I00002166";"Marcel Kueng";"Unterdorf";"11";"CH";"5637";"Beinwil-Freiamt";"056/668 18 44";""
"I00002167";"Fredi Bisig";"Gerbestrasse";"37";"CH";"8840";"Einsiedeln";"055/412 58 44";""
"I00002168";"Axima Basel";"Holeestrasse";"87";"CH";"4054";"Basel";"061/306 06 00";""
"I00002169";"Seda Gebäudetechnik AG";"Zeughausstrasse";"43";"CH";"8004";"Zürich";"442979797";"442979777"
"I00002170";"Bären-Sanitär AG";"Grünaustrasse";"14";"CH";"3084";"Wabern";"031/961 54 44";""
"I00002171";"Rolf Gehrig";"ruette du Haut";"3";"CH";"2855";"Glovelier";"";""
"I00002172";"Rosenmund Haustechnik AG";"Reinacherstrasse";"261";"CH";"4002";"Basel";"";""
"I00002173";"De Bernardi GmbH";"Florastrasse";"6";"CH";"8953";"Dietikon";"044/740 54 67";""
"I00002174";"Bieri AG";"Möbel + Innenausbau";"";"CH";"3764";"Weissenburg";"";""
"I00002175";"Roland Doerflinger + Sohn";"Oberdorfstrasse";"2";"CH";"5452";"Oberrohrdorf";"056/496 40 20";""
"I00002176";"Gebr.Ebnoether AG";"Bodmerweg";"62";"CH";"8807";"Freienbach";"055/410 11 80";""
"I00002177";"Schottroff GmbH";"Rossbergstrasse";"7a";"CH";"6422";"Steinen";"041/832 25 46";""
"I00002179";"Alpha-Controle SA";"rte de Moudon";"";"CH";"1670";"Ursy";"021/909 10 60";""
"I00002180";"Alfred Flückiger";"Schulhausstrasse";"315";"CH";"4938";"Rohrbach";"062/965 32 68";""
"I00002181";"Harry Hirsbrunner";"Bundsacker";"515c";"CH";"3154";"Rüschegg-Heubach";"031/738 88 31";""
"I00002182";"Müller + Mathys AG";"";"";"CH";"";"Zofingen";"";""
"I00002183";"Eugen Hiestand";"";"";"CH";"";"Baech SZ";"";""
"I00002184";"Michael Voegeli";"Löhningerstrasse";"8";"CH";"8213";"Neunkirch";"052/681 18 03";""
"I00002185";"Reto Heilig GmbH";"Bergstrasse";"180";"CH";"8707";"Uetikon am See";"044/920 01 48";""
"I00002186";"Hans-Peter Bigler";"";"";"CH";"";"Mühlethurnen";"";""
"I00002187";"Spoerri Immopartner AG";"Bankstrasse";"29";"CH";"8610";"Uster";"449419943";"449419941"
"I00002188";"Bosshard AG";"Tafletenstrasse";"6";"CH";"8608";"Bubikon";"055/253 12 12";""
"I00002189";"Ramseier Walter";"Hohfuhren";"222  a";"CH";"3123";"Belp";"";""
"I00002190";"Roland Haldner GmbH";"Rebacker";"";"CH";"9428";"Sax";"";""
"I00002191";"Sanicom SA";"Chemin du Chêne";"20";"CH";"1020";"Renens";"021/671 06 06";""
"I00002192";"Cattaneo Sarl";"rue Henri-Blanvalet";"16";"CH";"1207";"Geneve";"022/736 27 83";""
"I00002193";"Saniflotte SA";"rte Alphonse-Ferrand";"69b";"CH";"1233";"Bernex";"079/250 08 28";""
"I00002194";"J.P.Broquet SA";"rue des M^riers";"3";"CH";"2800";"Delemont";"032/422 29 25";""
"I00002195";"URO Bauwerk AG";"Grabenweg";"3";"CH";"3612";"Steffisburg";"033/437 81 37";""
"I00002196";"Simon Hänni";"Felseggstrasse";"9";"CH";"3400";"Burgdorf";"034/424 10 80";""
"I00002197";"Kurt Käch";"";"";"CH";"";"Horn";"";""
"I00002198";"Linder AG";"";"";"CH";"";"Meiringen";"";""
"I00002199";"Johann Birrer AG";"Kirchstrasse";"12";"CH";"6244";"Nebikon";"062/756 33 66";""
"I00002200";"Appenzeller Elektro AG";"Birmensdorferstrasse";"485";"CH";"8055";"Zürich";"";""
"I00002201";"Brunner GmbH";"";"";"CH";"";"Wald AR";"";""
"I00002202";"Filter AG";"Flaachtalstrasse";"7";"CH";"8444";"Henggart";"523161687";"523161687"
"I00002203";"Arthur Haller AG";"";"";"CH";"";"Rupperswil";"";""
"I00002204";"Eisenhut Haustechnik AG";"";"";"CH";"";"Bischofszell";"";""
"I00002205";"Nydegger Ulrich";"Bärglistrasse";"2";"CH";"2558";"Aegerten";"";""
"I00002206";"Alfred Teucher";"Haus Alexandra";"730";"CH";"7050";"Arosa";"";""
"I00002207";"Spirig Vogel";"";"";"CH";"";"Widnau";"";""
"I00002208";"Wissmann Manfred";"Schlossweg";"11";"DE";"74626";"Bretzfeld";"";""
"I00002209";"Werner Büchel AG";"";"";"CH";"";"Ruethi- Rheintal";"";""
"I00002210";"F.+A. Imwinkelried";"";"";"CH";"3984";"Fiesch";"";""
"I00002211";"Von Allmen SA";"rte de Bordonnex";"23";"CH";"1228";"Plan-Les-Ouates";"022/771 40 00";""
"I00002212";"Pariat Freres SA";"ch. des Brumes";"4";"CH";"1263";"Crassier";"022/367 12 74";""
"I00002213";"Scherzinger SA";"rue du Perron";"10";"CH";"1296";"Coppet";"022/776 21 73";""
"I00002214";"Reganely SA";"rue du Midi";"44";"CH";"1400";"Yverdon 2";"024/425 21 32";""
"I00002215";"Pierre Berger et Fils";"rue de la Paix";"7";"CH";"1196";"Gland";"022/364 12 61";""
"I00002216";"Andre Gerber SA";"rte de la Gare";"68";"CH";"2017";"Boudry";"032/725 20 56";""
"I00002217";"Cristianat + Courtine SNC";"";"";"CH";"";"Sion";"";""
"I00002218";"Roesti + Co. AG";"Schaalgasse";"6";"CH";"3280";"Murten";"026/670 22 21";""
"I00002219";"Gebrüder Krebs AG";"";"";"CH";"";"Rüeggisberg";"";""
"I00002220";"Buesser Haustechnik GmbH";"";"";"CH";"";"Eschenbach";"";""
"I00002221";"Renda Alessandro";"rte. des Pré Marais";"41";"CH";"1233";"Bernex";"022/757 25 43";""
"I00002222";"Hirzel Haustechnik AG";"Industriestrasse";"32";"CH";"8152";"Glattbrugg";"044/874 44 44";""
"I00002223";"Klaus AG";"Kasernenstrsse";"56";"CH";"4410";"Liestal";"";""
"I00002224";"Robert Jaquinet SA";"rte. de Stand";"41";"CH";"1260";"Nyon";"022/361 50 31";""
"I00002225";"Saniceve B.V.";"Pannenweg";"223-229";"NL";"6031";"RK Nederweert";"";""
"I00002226";"Poretti SA";"via Neguggio";"";"CH";"6934";"Bioggio";"091/605 24 42";""
"I00002227";"Gebr.Baur AG";"Oberstadt";"17";"CH";"6204";"Sempach";"041/460 19 39";""
"I00002228";"Arch. Marco Casella";"";"";"CH";"";"Montanola";"";""
"I00002229";"Juerg Strebel";"Brunnenmattstrasse";"17";"CH";"8953";"Dietikon";"043/317 89 89";""
"I00002230";"Wesba AG";"Luzernerstrasse";"18";"CH";"6275";"Ballwil";"041/449 00 60";""
"I00002231";"Glauser + Co.";"Kempttalstrasse";"89";"CH";"8308";"Illnau";"052/346 11 51";""
"I00002232";"Roland Zahner";"";"";"CH";"";"Bazenheid";"";""
"I00002233";"Hermann Strebel";"Käsereistrasse";"19";"CH";"5628";"Aristau";"056/664 56 00";""
"I00002234";"Sanitär Gemperle AG";"Bischofszeller Strasse";"72a";"CH";"9200";"Gossau";"071/385 17 77";""
"I00002235";"Josef Fischer";"Schmidgasse";"6";"CH";"6247";"Schötz";"041/980 18 91";""
"I00002236";"Nello Musa";"Kirchstrasse";"18";"CH";"8580";"Amriswil";"";""
"I00002237";"SADA AG";"Höfliweg";"17";"CH";"8055";"Zürich";"";""
"I00002238";"Sani-Renov Sarl";"I'Ancienne-Route";"72";"CH";"1218";"Le Grand-Saconnex";"022/798 18 50";""
"I00002239";"Hans- Rudolf Sutter";"";"";"CH";"";"Büren an der Aare";"";""
"I00002241";"Heinz Burkhalter";"Belchenstrasse";"8";"CH";"4054";"Basel";"";""
"I00002242";"Sanitär Oliverio Service GmbH";"Haselbuck";"5";"CH";"5420";"Ehrendingen";"056/221 31 21";""
"I00002243";"Pidoux et Fuino SA";"En Budron";"H14";"CH";"1052";"Le Mont-sur-Lausanne";"021 653 50 05";"021 653 50 06"
"I00002244";"Loser Spenglerei Sanitär";"";"";"CH";"";"Kirchberg";"";""
"I00002245";"Hansruedi Wiederkehr";"";"";"CH";"";"Siggenthal";"";""
"I00002246";"Georg Britt";"Steinenbachstrasse";"1";"CH";"9642";"Ebnat-Kappel";"017/993 19 06";""
"I00002247";"Christian Piller";"rue du Vieux Pont";"5";"CH";"1893";"Muraz  Illarsaz";"024/481 65 87";""
"I00002248";"Electro-Cal Boiler";"Duggingerstrasse";"2";"CH";"4153";"Reinach";"061/711 27 00";""
"I00002249";"Denis Wermeille";"rue Baptiste-Savoye";"46";"CH";"2610";"St-Imier";"032/941 65 66";""
"I00002250";"Oechsli-Sprenger AG";"Zollerstrasse";"12";"CH";"8703";"Erlenbach";"044/915 30 75";"044/915 27 40"
"I00002251";"Stephan Niklaus";"Gewerbestrasse";"19";"CH";"3512";"Walkringen";"031/701 10 40";"031/701 19 04"
"I00002252";"Arnold Feuz";"Kreuzweg";"";"CH";"3614";"Unterlangenegg";"033/453 30 70";""
"I00002253";"H.R. Straessle";"Schmittengasse";"2";"CH";"8112";"Otelfingen";"+418441985";"+418452422"
"I00002254";"Daniel Schuler";"Mühleweg";"22";"CH";"6331";"Hünenberg";"041/780 85 87";"041/780 85 91"
"I00002255";"Hänzi & Co AG";"Mühlestrasse";"43a";"CH";"2504";"Biel/Bienne";"032 341 29 75";"032 341 22 23"
"I00002256";"Kissling Gebr. AG";"Alte Strasse";"2";"CH";"4703";"Kestenholz";"062 393 11 20";"062 393 10 17"
"I00002257";"Burkhardt Heizungen GmbH";"Oberstrasse";"27";"CH";"8274";"Tägerwilen";"071/669 11 65";"071/669 18 94"
"I00002258";"Hans Roth AG";"Hardstrasse";"7";"CH";"5313";"Klingnau";"056 245 10 79";"056 245 64 33"
"I00002259";"Siegler F. sanitaires";"Quartier Pré-Fontaine";"69";"CH";"1023";"Crissier";"021 634 35 91";""
"I00002260";"Gfeller Haustechnik GmbH";"Oberer Quai";"38c";"CH";"2503";"Biel/Bienne";"032 322 58 66";"032 322 04 87"
"I00002261";"Messmer Holzbau GmbH";"";"";"CH";"";"Hombrechtikon";"";""
"I00002262";"Paul Ryser AG";"Florastrasse";"16";"CH";"5000";"Aarau";"062 836 10 40";"062 836 10 50"
"I00002263";"Garzoni SA";"via Besso";"23a";"CH";"6900";"Lugano";"091/966 47 21";"091/966 27 34"
"I00002264";"Yerly Installations SA";"Scherwyl";"2302";"CH";"1634";"La Roche";"026 413 41 43";"026 413 41 17"
"I00002265";"Rolf Meier AG";"Antoniusstrasse";"1";"CH";"9000";"St. Gallen";"071 244 90 30";"071 245 04 06"
"I00002266";"Schleich & Collenberg AG";"Glennerstrasse";"21";"CH";"7130";"Ilanz";"081 925 26 36";"081 925 26 50"
"I00002267";"Astra Sanitär GmbH";"Tösstalstrasse";"94";"CH";"8488";"Turbenthal";"052 385 10 30";""
"I00002268";"Walter Forrer";"Windeggstrasse";"10";"CH";"9113";"Degersheim";"071 371 10 30";""
"I00002269";"Leo Kistler";"Bahnhofstrasse";"9";"CH";"8864";"Reichenburg";"055/444 26 64";"055/444 23 61"
"I00002270";"Poletti GmbH";"Schachengasse";"6";"CH";"6467";"Schattdorf";"041 870 42 67";"041 870 42 82"
"I00002271";"Hanselmann AG";"Staatsstrasse";"15";"CH";"9437";"Marbach";"071 777 12 43";""
"I00002272";"Lecoultre chauffage sanitaire SA";"Rue de la Coopèrative";"4";"CH";"1522";"Lucens";"021 906 81 32";""
"I00002273";"Arnold-Dieterle AG";"Florastrasse";"18a";"CH";"8610";"Uster";"044 943 77 11";"044 943 77 22"
"I00002274";"Küenzi + Co AG";"Dammweg";"45";"CH";"3053";"Münchenbuchsee";"031 869 01 47";"031 869 14 43"
"I00002275";"Oberholzer Sanitäre Anlagen";"Dorfstrasse";"36";"CH";"8494";"Bauma";"052 386 11 50";"052 386 27 01"
"I00002276";"Sanitaer Trachsel";"";"";"CH";"";"Moenchaltdorf";"";""
"I00002277";"Reimann+Honegger";"Molkereistrasse";"18";"CH";"8645";"Jona";"055/210 55 62";""
"I00002278";"Baumgartner Thomas";"Rheinstrasse";"46";"CH";"4302";"Augst";"061 813 17 17";"061 813 17 15"
"I00002279";"Jörg Amstutz";"Kelliweg";"10";"CH";"3626";"Hünibach";"033 243 44 92";""
"I00002280";"Häusermann André";"Seetalstrasse";"93";"CH";"5703";"Seon";"062 775 14 81";""
"I00002281";"Pfiffner AG";"Farbhofstrasse";"4";"CH";"8048";"Zürich";"044 439 10 40";"044 431 07 45"
"I00002282";"S. Senn";"Seestrasse";"8";"CH";"4410";"Liestal";"061/921 12 48";"061/921 14 64"
"I00002283";"Atel Gebäudetechnik AG";"Dorf";"48";"CH";"9427";"Wolfhalden";"071 891 26 37";"071 891 26 67"
"I00002284";"Rene Rey";"Dorfstrasse";"18";"CH";"9425";"Thal";"071/888 14 34";"071/888 56 95"
"I00002285";"Albert Casutt AG";"Kantonsstrasse";"5";"CH";"7205";"Zizers";"081 322 14 56";"081 322 64 04"
"I00002286";"NL Sanitaire Ferblanterie Sàrl";"rue François-Dussaud";"17";"CH";"1211";"Genève 26";"022 329 36 04";"022 328 90 09"
"I00002287";"Michael Bötschi AG";"";"";"CH";"";"Mauren TG";"";""
"I00002288";"Sanitaer Egli AG";"";"";"CH";"";"Russikon";"";""
"I00002289";"Trost GmbH";"Bleikenstrasse";"58";"CH";"9630";"Wattwil";"071 988 82 88";""
"I00002290";"Fuerer K. + Co.";"Nelkenstrasse";"9";"CH";"9205";"Waldkirch";"071 433 18 77";""
"I00002291";"ARGE San. MFH Kirchgasse";"Kirchgasse";"";"CH";"7310";"Bad Ragaz";"";""
"I00002292";"Matthias Schäublin";"Solothurnerstrasse";"14";"CH";"4710";"Balsthal";"079 441 27 25";""
"I00002294";"Hauswirth Gottfried";"";"";"CH";"";"Saanenmoeser";"";""
"I00002295";"Kurt Reimann";"Luss";"4";"CH";"4317";"Wegenstetten";"061/871 06 66";"061/871 06 50"
"I00002296";"Gebr. Brülhart AG";"Dorfstrasse";"121";"CH";"1792";"Cordast";"026 684 18 37";"026 684 18 25"
"I00002297";"Spack GmbH";"Graben";"17";"CH";"3294";"Büren an der Aare";"032 351 40 46";"032 351 40 17"
"I00002298";"Roth HJ Solartechnik";"Toggenburgerstrasse";"19";"CH";"9652";"Neu St. Johann";"071 994 34 94";"071 994 34 45"
"I00002299";"Serge Sandonato";"rte de Fontaines";"9";"CH";"2043";"Boudevilliers";"032 857 23 37";""
"I00002300";"Walter Lacher";"Zürcherstrasse";"14";"CH";"8840";"Einsiedeln";"055/412 35 41";"055/412 71 14"
"I00002301";"EKZ Elektrizitätswerke";"Dreikönigstrasse";"18";"CH";"8002";"Zürich";"058/359 51 80";"058/359 51 00"
"I00002302";"Alexander Leu AG";"Laupenackerstrasse";"56";"CH";"3302";"Moosseedorf";"031/850 15 50";""
"I00002303";"Paerli-Chiquet SA";"Grand-Rue";"49";"CH";"2720";"Tramelan";"032 486 91 31";"032 486 91 35"
"I00002304";"Lutz Bodenmüller AG";"Schaffhauserstrasse";"44";"CH";"8222";"Beringen";"052/685 18 21";""
"I00002305";"Oskar Caduff";"Palius Casa Vial";"";"CH";"7165";"Breil/Brigels";"081 936 24 44";""
"I00002306";"Wärmebau AG";"Nor Ort";"23";"CH";"8104";"Weiningen";"";""
"I00002307";"Rob. Meier Söhne AG";"Dufourstrasse";"153";"CH";"8034";"Zürich";"044 422 28 80";"044 422 28 63"
"I00002308";"Liniger Sanitär AG";"Dorfstrasse";"10";"CH";"3661";"Uetendorf";"033/345 57 00";"033/345 67 08"
"I00002309";"Furrer + Partner";"";"";"CH";"";"Kloten";"";""
"I00002310";"Francesco Birolini + Co.";"";"";"CH";"";"Bioggio";"";""
"I00002311";"Rausis et Cinquanta SA";"Sous le Bay";"";"CH";"1937";"Orsières";"027 783 21 22";"027 783 21 31"
"I00002312";"Courtine & Héritier SA";"rte de Roumaz";"";"CH";"1965";"Savièse";"027 395 38 05";"027 395 38 10"
"I00002313";"Hapax SA";"rue de Coutance";"10";"CH";"1201";"Genève";"022 906 18 10";"022 906 18 11"
"I00002314";"Dang Lieu - KIM";"";"";"CH";"";"Gams";"";""
"I00002315";"Gribi Theurillat AG";"Speerstrasse";"42";"CH";"4057";"Basel";"061/690 40 40";"061/690 40 00"
"I00002316";"Schaffner Sanitär";"Jurastrasse";"19";"CH";"5035";"Unterentfelden";"062/723 72 22";"062/723 05 53"
"I00002317";"Julius Weinberger AG";"Geissensteinring";"41";"CH";"6005";"Luzern";"041 360 01 88";"041 360 31 38"
"I00002318";"Aldo Pezzetta";"via Locarno";"85";"CH";"6616";"Losone";"091/791 58 47";"091/791 57 12"
"I00002319";"Huebscher AG";"Ey-Weg";"1";"CH";"6060";"Sarnen";"041 660 74 70";"041 660 84 42"
"I00002320";"Wey Sanitär AG";"Under Brugg";"13";"CH";"6215";"Beromünster";"041 930 15 25";"041 930 35 21"
"I00002321";"Salzgeber AG";"Harzachstrasse";"2B";"CH";"8404";"Winterthur";"052/233 66 25";"052/233 68 38"
"I00002322";"Aebli AG";"Gipserhütte";"";"CH";"8755";"Ennenda";"055 640 14 62";"055 640 80 87"
"I00002323";"Maréchal Philippe SA";"rue Eugène-Marziano";"23A";"CH";"1227";"Les Acacias";"022 300 58 58";"022 300 58 59"
"I00002324";"Nortik & Tenud SA";"rue des Maraîchers";"8";"CH";"1205";"Genève";"022 329 58 52";"022 781 20 61"
"I00002325";"Hanauer";"Strassburgerallee";"106";"CH";"4055";"Basel";"061 382 68 70";"061 382 68 91"
"I00002326";"Bussmann GmbH";"Wichlernweg";"6";"CH";"6010";"Kriens";"041/320 25 30";"041/320 25 36"
"I00002327";"Frei Sanitär Lyss AG";"Grenzstrasse";"20";"CH";"3250";"Lyss";"032 384 70 31";"032 384 70 65"
"I00002328";"Roberto Fiorentino GmbH";"St. Gallerstrasse";"346";"CH";"8404";"Winterthur";"052 315 30 43";""
"I00002329";"Sibold Haustechnik AG";"Wildischachenstrasse";"";"CH";"5200";"Brugg";"056 441 82 00";"056 441 11 61"
"I00002330";"Walter Kaufmann AG";"";"";"CH";"";"Schaan";"";""
"I00002331";"Erwin Koller";"Rorschacher Strasse";"65a";"CH";"9450";"Lüchingen";"071/755 78 21";""
"I00002332";"Freba Möbel AG";"Dorfstrasse";"49";"CH";"8484";"Weisslingen";"";""
"I00002333";"Alg Design Sàrl";"av. de Luserna";"46";"CH";"1203";"Genève";"046 601 82 54";""
"I00002334";"O Huber";"";"";"CH";"";"Birsfelden";"";""
"I00002336";"Tech-Insta SA";"";"";"CH";"6807";"Taverne";"091 610 60 60";"091 610 60 70"
"I00002337";"Patrick Sütterlin";"Rebgartenstrasse";"9";"CH";"4124";"Schönenbuch";"061 481 53 22";"061 481 53 22"
"I00002338";"Sanitär Vogt GmbH";"Pfaffenbühlstrasse";"29";"CH";"9543";"St. Margarethen";"071/966 36 79";""
"I00002339";"HBE Service Sanitär Heizung";"Lindenheimstrasse";"11";"CH";"6032";"Emmen";"041 260 13 12";"041 260 13 80"
"I00002340";"Hasbo AG";"Bürerfeld";"16";"CH";"9245";"Oberbüren";"071/950 06 35";"071/950 06 39"
"I00002341";"Roost AG";"Schulweg";"5";"CH";"8252";"Unterschlatt";"052 657 13 57";""
"I00002342";"De-Stefani AG";"Industriestrasse";"3";"CH";"7000";"Chur";"081 284 65 24";"081 284 84 63"
"I00002343";"N V Sanik";"Antwerpseweg";"86";"BE";"2440";"Geel";"";""
"I00002344";"Staffelbach";"Hobacherweg";"3";"CH";"6010";"Kriens";"";""
"I00002345";"Sani-Dep SA";"Route du Pavement";"81";"CH";"1018";"Lausanne";"021 648 10 68";""
"I00002346";"Jean-Jacques Hauswirth";"Route de Rolle";"12";"CH";"1183";"Bursins";"021 824 11 29";"021 824 21 09"
"I00002347";"Etienne Gaillard";"Route de Ballaigues";"";"CH";"1357";"Lignerolle";"024 441 53 01";"024 441 58 01"
"I00002348";"Samuel Dähler";"Britschenmattstrasse";"12a";"CH";"3238";"Gals";"032/338 24 48";"032/338 24 45"
"I00002349";"Bruno+Monika Brunner";"";"";"CH";"";"Amsoldingen";"";""
"I00002350";"Zahnd AG";"Rubigenstrasse";"15";"CH";"3123";"Belp";"031 819 02 69";""
"I00002351";"Frauchiger";"";"";"CH";"";"Thun";"";""
"I00002352";"Wanner & Co.";"Förrlibuckstrasse";"236";"CH";"8005";"Zürich";"044 272 76 64";"044 272 67 68"
"I00002353";"Sanitär Straub";"Amriswilerstrasse";"78";"CH";"9314";"Steinebrunn";"071 477 14 54";"071 477 14 50"
"I00002354";"Denis Guignard SA";"Route de la Venoge";"3";"CH";"1026";"Echandens";"021 706 13 00";"021 706 13 01"
"I00002355";"Becerra Sàrl";"Rue du 31-Décembre";"62";"CH";"1207";"Genève";"022 786 65 16";"022 786 04 16"
"I00002356";"Chr. Jost";"Sägenstrasse";"8";"CH";"7000";"Chur";"081/257 09 90";""
"I00002357";"Haefliger Söhne GmbH";"Obergrundstrasse";"78a";"CH";"6005";"Luzern";"041 210 45 61";"041 210 45 80"
"I00002358";"Markutt Heizung GmbH";"Grisigenstrasse";"10";"CH";"6048";"Horw";"";""
"I00002359";"Sanduo";"Murgtalstrasse";"28";"CH";"9542";"Münchwilen";"071 960 11 11";"071 960 13 58"
"I00002360";"Gebr. Baur AG";"Aettigüpfstrasse";"9";"CH";"5621";"Zufikon";"056 633 19 24";"056 633 38 30"
"I00002361";"Alfons Lang";"Herrenberg";"51";"CH";"6294";"Ermensee";"041/917 27 03";""
"I00002362";"Christinat+Courtine SNC";"";"";"CH";"";"Sion";"";""
"I00002363";"RV-Energietechnik GmbH";"Industriestrasse";"12A";"CH";"7304";"Maienfeld";"081/330 78 10";""
"I00002364";"Erich Weber";"";"";"CH";"";"Nidau";"";""
"I00002365";"H. Blumer AG";"Weberrütistrasse";"4";"CH";"8833";"Samstagern";"044 786 13 14";"044 786 13 10"
"I00002366";"Alfred Keller";"St. Gallerstrasse";"85";"CH";"8645";"Jona";"055 212 20 36";""
"I00002367";"G. Schlatter GmbH";"Bahnhofstrasse";"168";"CH";"4313";"Möhlin";"061 851 10 34";"061 851 20 92"
"I00002368";"Felber Haustechnik AG";"Alte Poststrasse";"6";"CH";"4622";"Egerkingen";"062 398 11 25";"062 398 22 67"
"I00002369";"Romain Callegari";"Rue des Eaux";"1";"CH";"2710";"Tavannes";"032 481 29 52";"032 481 29 52"
"I00002370";"Beeler Haustechnik";"Einsiedlerstrasse";"511";"CH";"8810";"Horgen";"044 726 02 01";"044 686 19 41"
"I00002371";"Roger Müller";"Aarbergstrasse";"32";"CH";"3272";"Walperswil";"";""
"I00002372";"Kurt Hottinger";"Kurfirstenstrasse";"10";"CH";"8002";"Zürich";"044 202 70 77";"044 211 04 64"
"I00002373";"Bonatti & Goel SA";"Avenue des Pâquis";"36";"CH";"1110";"Morges";"021 801 39 34";"021 801 39 80"
"I00002374";"Alain Weber";"Avenue de Gallatin";"13";"CH";"1203";"Genève";"079 200 77 57";"022 751 05 48"
"I00002375";"Atel TB Romandie SA";"Rte du Nant-d'Avril";"56";"CH";"1214";"Vernier";"022 306 16 16";"022 341 02 46"
"I00002376";"Acceo SA";"Route des Tattes d'Oie";"93-95";"CH";"1260";"Nyon";"022 362 08 08";"022 362 23 23"
"I00002377";"Weber GmbH";"Dietisberg";"";"CH";"6344";"Meierskappel";"041 790 27 07";"041 790 37 17"
"I00002378";"Hansruedi Krieg";"";"";"CH";"8854";"Galgenen";"055 440 49 17";"055 440 62 23"
