"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"Lieferadresse";"KundeName";"Warenempfänger";"Land";"Handelspartner_Land";"Handelspartner_Adress_Nr";"Handelspartner_Name";"Handelspartener_Name_Zusatz";"Handelspartner_Strasse";"Handelspartner_Strasse_Nr";"Handelspartner_PLZ";"Handelspartner_Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt"
"9403.6000";"Holzmöbel";"310003754";"310003754-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";07.09.2011 00:00:00;07.09.2011 00:00:00;33.00;33.00;609.27;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003755";"310003755-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";07.09.2011 00:00:00;07.09.2011 00:00:00;16.00;16.00;200.40;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003755";"310003755-11";11;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";07.09.2011 00:00:00;07.09.2011 00:00:00;30.00;30.00;408.44;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003755";"310003755-12";12;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";07.09.2011 00:00:00;07.09.2011 00:00:00;23.00;23.00;521.80;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003755";"310003755-13";13;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";07.09.2011 00:00:00;07.09.2011 00:00:00;35.00;35.00;701.82;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003757";"310003757-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";19.10.2011 00:00:00;25.10.2011 00:00:00;0.50;0.50;31.84;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003757";"310003757-20";20;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";19.10.2011 00:00:00;25.10.2011 00:00:00;0.50;0.50;31.84;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003759";"310003759-10";10;"Pfeiffer & May Heidelberg GmbH, Langlachweg 20, DE-68229 Mannheim";"Pfeiffer & May Heidelberg GmbH";"H00001251";"DE";;;;;;;;;;28.09.2011 00:00:00;28.09.2011 00:00:00;32.00;32.00;451.32;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003760";"310003760-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";07.09.2011 00:00:00;07.09.2011 00:00:00;26.00;26.00;471.28;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003761";"310003761-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";07.09.2011 00:00:00;07.09.2011 00:00:00;11.00;11.00;134.70;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003762";"310003762-10";10;"Pfeiffer&May Weingarten GmbH+Co.KG, Herknerstrasse 14, DE-88250 Weingarten";"Pfeiffer&May Weingarten GmbH+Co.KG";"H00001112";"DE";;;;;;;;;;21.09.2011 00:00:00;21.09.2011 00:00:00;16.00;16.00;258.99;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003762";"310003762-11";11;"Pfeiffer&May Weingarten GmbH+Co.KG, Herknerstrasse 14, DE-88250 Weingarten";"Pfeiffer&May Weingarten GmbH+Co.KG";"H00001112";"DE";;;;;;;;;;21.09.2011 00:00:00;21.09.2011 00:00:00;25.00;25.00;689.93;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003764";"310003764-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";21.09.2011 00:00:00;21.09.2011 00:00:00;23.00;23.00;640.43;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003766";"310003766-10";10;"Löffelhardt Heilbronn GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Löffelhardt Heilbronn";"H00001169";"DE";"DE ";"H00001169";"Löffelhardt Heilbronn GmbH         ";"Fachgrosshandel               ";"Hauptstrasse";"58";"74360     ";"Ilsfeld                       ";"DE-7342055               ";07.09.2011 00:00:00;07.09.2011 00:00:00;16.00;16.00;280.43;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003766";"310003766-11";11;"Löffelhardt Heilbronn GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Löffelhardt Heilbronn";"H00001169";"DE";"DE ";"H00001169";"Löffelhardt Heilbronn GmbH         ";"Fachgrosshandel               ";"Hauptstrasse";"58";"74360     ";"Ilsfeld                       ";"DE-7342055               ";07.09.2011 00:00:00;07.09.2011 00:00:00;3.00;9.00;91.71;3.00;"Euro";19
"9403.6000";"Holzmöbel";"310003769";"310003769-10";10;"Pfeiffer&May Heilbronn GmbH & Co.KG, Auestrasse 101, DE-74076 Heilbronn";"Pfeiffer&May Heilbronn GmbH & Co.KG";"H00001115";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;30.00;30.00;408.44;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003771";"310003771-10";10;"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg";"PFEIFER & MAY Freiburg  KG";"H00001136";"DE";"DE ";"H00001136";"Pfeiffer & May Freiburg KG         ";"Freiburg                      ";"Friedrich Neff Strasse";"";"79111     ";"Freiburg                      ";"DE-2898047               ";14.09.2011 00:00:00;14.09.2011 00:00:00;14.00;14.00;189.79;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003771";"310003771-11";11;"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg";"PFEIFER & MAY Freiburg  KG";"H00001136";"DE";"DE ";"H00001136";"Pfeiffer & May Freiburg KG         ";"Freiburg                      ";"Friedrich Neff Strasse";"";"79111     ";"Freiburg                      ";"DE-2898047               ";14.09.2011 00:00:00;14.09.2011 00:00:00;23.00;23.00;411.41;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003773";"310003773-10";10;"Pfeiffer & May Leonberg GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Pfeiffer & May Leonberg GmbH";"H00001784";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;16.00;16.00;292.96;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003773";"310003773-11";11;"Pfeiffer & May Leonberg GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Pfeiffer & May Leonberg GmbH";"H00001784";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;27.00;27.00;521.80;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003776";"310003776-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;60.00;60.00;1039.36;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003776";"310003776-11";11;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;23.00;23.00;565.92;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003776";"310003776-12";12;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;23.00;23.00;554.84;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003776";"310003776-13";13;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;35.00;35.00;589.99;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003777";"310003777-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";14.09.2011 00:00:00;14.09.2011 00:00:00;12.00;12.00;245.40;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003778";"310003778-10";10;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;14.09.2011 00:00:00;41.00;41.00;233.52;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003779";"310003779-10";10;"Pfeiffer&May Heilbronn GmbH & Co.KG, Auestrasse 101, DE-74076 Heilbronn";"Pfeiffer&May Heilbronn GmbH & Co.KG";"H00001115";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;16.00;32.00;585.91;2.00;"Euro";19
"9403.6000";"Holzmöbel";"310003779";"310003779-11";11;"Pfeiffer&May Heilbronn GmbH & Co.KG, Auestrasse 101, DE-74076 Heilbronn";"Pfeiffer&May Heilbronn GmbH & Co.KG";"H00001115";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;35.00;70.00;1643.11;2.00;"Euro";19
"9403.6000";"Holzmöbel";"310003779";"310003779-20";20;"Pfeiffer&May Heilbronn GmbH & Co.KG, Auestrasse 101, DE-74076 Heilbronn";"Pfeiffer&May Heilbronn GmbH & Co.KG";"H00001115";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;30.00;30.00;408.44;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003779";"310003779-30";30;"Pfeiffer&May Heilbronn GmbH & Co.KG, Auestrasse 101, DE-74076 Heilbronn";"Pfeiffer&May Heilbronn GmbH & Co.KG";"H00001115";"DE";;;;;;;;;;07.09.2011 00:00:00;07.09.2011 00:00:00;38.00;76.00;1431.67;2.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003780";"310003780-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;8.00;8.00;162.40;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003781";"310003781-10";10;"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg";"PFEIFER & MAY Freiburg  KG";"H00001136";"DE";"DE ";"H00001136";"Pfeiffer & May Freiburg KG         ";"Freiburg                      ";"Friedrich Neff Strasse";"";"79111     ";"Freiburg                      ";"DE-2898047               ";14.09.2011 00:00:00;14.09.2011 00:00:00;14.00;14.00;210.16;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003781";"310003781-11";11;"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg";"PFEIFER & MAY Freiburg  KG";"H00001136";"DE";"DE ";"H00001136";"Pfeiffer & May Freiburg KG         ";"Freiburg                      ";"Friedrich Neff Strasse";"";"79111     ";"Freiburg                      ";"DE-2898047               ";14.09.2011 00:00:00;14.09.2011 00:00:00;3.00;3.00;30.57;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003781";"310003781-12";12;"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg";"PFEIFER & MAY Freiburg  KG";"H00001136";"DE";"DE ";"H00001136";"Pfeiffer & May Freiburg KG         ";"Freiburg                      ";"Friedrich Neff Strasse";"";"79111     ";"Freiburg                      ";"DE-2898047               ";14.09.2011 00:00:00;14.09.2011 00:00:00;22.00;22.00;395.28;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003781";"310003781-20";20;"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg";"PFEIFER & MAY Freiburg  KG";"H00001136";"DE";"DE ";"H00001136";"Pfeiffer & May Freiburg KG         ";"Freiburg                      ";"Friedrich Neff Strasse";"";"79111     ";"Freiburg                      ";"DE-2898047               ";14.09.2011 00:00:00;14.09.2011 00:00:00;6.00;6.00;85.98;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003782";"310003782-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;8.00;8.00;141.38;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003782";"310003782-11";11;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;23.00;23.00;482.74;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003782";"310003782-12";12;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;26.00;26.00;425.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003783";"310003783-10";10;"Löffelhardt Heilbronn GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Löffelhardt Heilbronn";"H00001169";"DE";"DE ";"H00001169";"Löffelhardt Heilbronn GmbH         ";"Fachgrosshandel               ";"Hauptstrasse";"58";"74360     ";"Ilsfeld                       ";"DE-7342055               ";14.09.2011 00:00:00;14.09.2011 00:00:00;38.00;38.00;669.56;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003783";"310003783-11";11;"Löffelhardt Heilbronn GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Löffelhardt Heilbronn";"H00001169";"DE";"DE ";"H00001169";"Löffelhardt Heilbronn GmbH         ";"Fachgrosshandel               ";"Hauptstrasse";"58";"74360     ";"Ilsfeld                       ";"DE-7342055               ";14.09.2011 00:00:00;14.09.2011 00:00:00;30.00;30.00;651.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003783";"310003783-12";12;"Löffelhardt Heilbronn GmbH, Hauptstrasse 58, DE-74360 Ilsfeld";"Löffelhardt Heilbronn";"H00001169";"DE";"DE ";"H00001169";"Löffelhardt Heilbronn GmbH         ";"Fachgrosshandel               ";"Hauptstrasse";"58";"74360     ";"Ilsfeld                       ";"DE-7342055               ";14.09.2011 00:00:00;14.09.2011 00:00:00;43.00;43.00;634.74;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003784";"310003784-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";21.09.2011 00:00:00;21.09.2011 00:00:00;10.00;10.00;260.48;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003784";"310003784-11";11;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";21.09.2011 00:00:00;21.09.2011 00:00:00;24.00;24.00;529.02;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003784";"310003784-12";12;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";21.09.2011 00:00:00;21.09.2011 00:00:00;29.00;29.00;471.28;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003785";"310003785-10";10;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;31.00;31.00;605.87;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003785";"310003785-11";11;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;24.00;24.00;400.37;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003785";"310003785-12";12;"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld";"Pfeiffer&May Mannheim KG";"H00001116";"DE";"DE ";"H00001116";"Pfeiffer&May Mannheim KG           ";"                              ";"Langlachweg";"20";"68229     ";"Mannheim- Friedrichsfeld      ";"DE-5279739               ";14.09.2011 00:00:00;14.09.2011 00:00:00;43.00;43.00;824.95;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003786";"310003786-10";10;"Link VS- Schwenningen KG, Lichtensteinerstr. 18-32, DE-78056 VS-Schwenningen";"Link VS- Schwenningen KG";"H00001096";"DE";"DE ";"H00001096";"Link VS- Schwenningen KG           ";"                              ";"Lichtensteinerstr.";"18-32";"78056     ";"VS-Schwenningen               ";"DE-6090915               ";14.09.2011 00:00:00;14.09.2011 00:00:00;14.00;14.00;308.88;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003786";"310003786-11";11;"Link VS- Schwenningen KG, Lichtensteinerstr. 18-32, DE-78056 VS-Schwenningen";"Link VS- Schwenningen KG";"H00001096";"DE";"DE ";"H00001096";"Link VS- Schwenningen KG           ";"                              ";"Lichtensteinerstr.";"18-32";"78056     ";"VS-Schwenningen               ";"DE-6090915               ";14.09.2011 00:00:00;14.09.2011 00:00:00;3.00;3.00;30.57;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003786";"310003786-12";12;"Link VS- Schwenningen KG, Lichtensteinerstr. 18-32, DE-78056 VS-Schwenningen";"Link VS- Schwenningen KG";"H00001096";"DE";"DE ";"H00001096";"Link VS- Schwenningen KG           ";"                              ";"Lichtensteinerstr.";"18-32";"78056     ";"VS-Schwenningen               ";"DE-6090915               ";14.09.2011 00:00:00;14.09.2011 00:00:00;21.00;21.00;419.48;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003787";"310003787-10";10;"Link KG, Donaustrasse 11, DE-76437 Rastatt";"Link KG Rastatt";"H00001117";"DE";"DE ";"H00001117";"Link KG                            ";"                              ";"Donaustrasse";"11";"76437     ";"Rastatt                       ";"DE-7157975               ";07.09.2011 00:00:00;07.09.2011 00:00:00;35.00;35.00;543.88;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003788";"310003788-10";10;"Pfeiffer & May Ulm GmbH, Filsallee 5, DE-73207 Plochingen";"Pfeiffer & May Neu Ulm GmbH";"H00001273";"DE";;;;;;;;;;02.09.2011 00:00:00;02.09.2011 00:00:00;0.00;0.00;0.00;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003790";"310003790-10";10;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;14.09.2011 00:00:00;14.00;14.00;251.77;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003790";"310003790-11";11;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;14.09.2011 00:00:00;3.00;3.00;30.57;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003790";"310003790-12";12;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;14.09.2011 00:00:00;21.00;21.00;349.43;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003790";"310003790-13";13;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;14.09.2011 00:00:00;30.00;30.00;340.09;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003790";"310003790-20";20;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;15.09.2011 00:00:00;0.00;0.00;24.63;2.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003790";"310003790-20";20;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;15.09.2011 00:00:00;0.00;0.00;24.63;2.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003790";"310003790-20";20;"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg";"Pfeiffer&May Wiesbaden GmbH";"H00001771";"DE";;;;;;;;;;14.09.2011 00:00:00;15.09.2011 00:00:00;0.00;0.00;24.63;2.00;"Euro";19
"7324.9021";"Sanitärartikel";"310003791";"310003791-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";14.09.2011 00:00:00;14.09.2011 00:00:00;30.00;30.00;684.84;1.00;"Euro";19
"9403.6000";"Holzmöbel";"310003791";"310003791-11";11;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";14.09.2011 00:00:00;14.09.2011 00:00:00;43.00;43.00;761.26;1.00;"Euro";19
"9403.9090";"Möbelteile aus Holz";"310003793";"310003793-10";10;"PFEIFFER & MAY Karlsruhe GmbH, Unterweingartenfeld 2, DE-76135 Karlsruhe";"PFEIFFER & MAY Karlsruhe GmbH";"H00001087";"DE";"DE ";"H00001087";"PFEIFFER & MAY Karlsruhe GmbH      ";"Karlsruhe                     ";"Unterweingartenfeld";"2";"76135     ";"Karlsruhe                     ";"DE-2358204               ";02.09.2011 00:00:00;02.09.2011 00:00:00;0.00;0.00;89.16;1.00;"Euro";19
